日期,主队,客队,主队主力,客队主力,主队队员,客队队员,主队得分,客队得分,主队疲劳,客队疲劳
2019-12-12,太阳,灰熊,['里基-卢比奥' '达里奥-沙里奇' '弗兰克-卡明斯基' '卡梅伦-约翰逊' '米卡尔-布里奇斯'],['杰-克劳德' '丹东尼-梅尔顿' '泰厄斯-琼斯' '凯尔-安德森' '马尔科-古杜里奇'],"['德文-布克' '里基-卢比奥' '凯利-乌布雷' '达里奥-沙里奇' '弗兰克-卡明斯基' '卡梅伦-约翰逊' '米卡尔-布里奇斯'
 '阿隆-贝恩斯']","['贾-莫兰特' '狄龙-布鲁克斯' '杰-克劳德' '小贾伦-杰克逊' '约纳斯-瓦兰丘纳斯' '布兰登-克拉克' '丹东尼-梅尔顿'
 '泰厄斯-琼斯' '凯尔-安德森' '马尔科-古杜里奇']",112.5,116.82222222222222,0,0
2019-12-12,森林狼,爵士,['约什-奥科吉' '罗伯特-科温顿' '贾勒特-卡尔弗' '杰夫-蒂格' '乔丹-贝尔'],['乔-英格尔斯' '罗伊斯-奥尼尔' '伊曼纽尔-穆迪埃' '杰夫-格林' '乔治-尼昂' '埃德-戴维斯'],['安德鲁-威金斯' '约什-奥科吉' '罗伯特-科温顿' '贾勒特-卡尔弗' '卡尔-安东尼-唐斯' '杰夫-蒂格' '乔丹-贝尔'],"['多诺万-米切尔' '乔-英格尔斯' '博扬-波格丹诺维奇' '罗伊斯-奥尼尔' '鲁迪-戈贝尔' '伊曼纽尔-穆迪埃' '杰夫-格林'
 '乔治-尼昂' '埃德-戴维斯']",120.86558441558441,137.76190476190476,0,0
2019-12-12,步行者,凯尔特人,['迈尔斯-特纳' '贾斯廷-霍勒迪' '阿龙-霍勒迪' 'TJ-麦康奈尔' '道格-麦克德莫特'],['丹尼尔-泰斯' '布拉德-沃纳梅克' '埃内斯-坎特' '卡森-爱德华兹'],"['马尔科姆-布罗格登' '杰里米-兰姆' '多曼塔斯-萨博尼斯' 'TJ-沃伦' '迈尔斯-特纳' '贾斯廷-霍勒迪' '阿龙-霍勒迪'
 'TJ-麦康奈尔' '道格-麦克德莫特']",['肯巴-沃克' '杰伦-布朗' '杰森-塔特姆' '戈登-海沃德' '丹尼尔-泰斯' '布拉德-沃纳梅克' '埃内斯-坎特' '卡森-爱德华兹'],122.0,117.0,0,0
2019-12-12,猛龙,快船,['OG-阿奴诺比' '马克-加索尔' '特伦斯-戴维斯' '朗戴-霍利斯-杰弗森' '克里斯-布歇'],['帕特里克-贝弗利' '莫里斯-哈克利斯' '伊维察-祖巴茨' '帕特里克-帕特森' '杰罗姆-罗宾逊' '菲翁杜-卡本盖莱'],"['凯尔-洛瑞' '诺曼-鲍威尔' '帕斯卡尔-西亚卡姆' 'OG-阿奴诺比' '马克-加索尔' '特伦斯-戴维斯' '朗戴-霍利斯-杰弗森'
 '克里斯-布歇']","['保罗-乔治' '帕特里克-贝弗利' '科怀-伦纳德' '莫里斯-哈克利斯' '伊维察-祖巴茨' '路易斯-威廉姆斯' '蒙特雷兹-哈勒尔'
 '帕特里克-帕特森' '杰罗姆-罗宾逊' '菲翁杜-卡本盖莱']",85.64285714285714,99.32142857142857,0,0
2019-12-12,篮网,黄蜂,['德安德烈-乔丹' '大卫-努瓦巴' '扎南-穆萨' '西奥-平森' '伊曼-香珀特'],['俾斯麦-比永博' '科迪-马丁' '科迪-泽勒' '迈克尔-基德-吉尔克里斯特' '德维恩-培根'],"['斯潘塞-丁威迪' '加莱特-坦普尔' '托里恩-普林斯' '乔-哈里斯' '贾勒特-阿伦' '德安德烈-乔丹' '大卫-努瓦巴' '扎南-穆萨'
 '西奥-平森' '伊曼-香珀特']","['德文特-格雷厄姆' '特里-罗齐尔' 'PJ-华盛顿' '迈尔斯-布里奇斯' '俾斯麦-比永博' '科迪-马丁' '科迪-泽勒'
 '迈克尔-基德-吉尔克里斯特' '德维恩-培根']",112.64285714285714,93.86904761904762,0,1
2019-12-12,雄鹿,鹈鹕,['艾森-伊利亚索瓦' '斯特林-布朗' '乔治-希尔' '罗宾-洛佩斯' '凯尔-科沃尔'],['贾利尔-奥卡福' '约什-哈特' '贾克森-海斯' '朗佐-鲍尔' '尼基尔-亚历山大-沃克'],"['埃里克-布莱索' '韦斯利-马修斯' '克里斯-米德尔顿' '艾森-伊利亚索瓦' '布鲁克-洛佩斯' '唐特-迪温琴佐' '斯特林-布朗'
 '乔治-希尔' '罗宾-洛佩斯' '凯尔-科沃尔']","['朱-霍勒迪' 'JJ-雷迪克' '布兰登-英格拉姆' '贾利尔-奥卡福' '约什-哈特' '贾克森-海斯' '朗佐-鲍尔'
 '尼基尔-亚历山大-沃克']",127.0,112.0,0,0
2019-12-12,骑士,火箭,['小凯文-波特' '小拉里-南斯' '马修-戴拉维多瓦' '约翰-亨森'],['PJ-塔克' '丹纽尔-豪斯' '克林特-卡佩拉' '本-麦克勒摩' '加里-克拉克' '克里斯-克莱蒙斯'],"['科林-塞克斯顿' '达里厄斯-加兰' '凯文-乐福' '特里斯坦-汤普森' '乔丹-克拉克森' '小凯文-波特' '小拉里-南斯'
 '马修-戴拉维多瓦' '约翰-亨森']","['詹姆斯-哈登' '拉塞尔-威斯布鲁克' 'PJ-塔克' '丹纽尔-豪斯' '克林特-卡佩拉' '本-麦克勒摩' '加里-克拉克'
 '克里斯-克莱蒙斯']",110.0,116.0,0,0
2019-12-12,魔术,湖人,['DJ-奥古斯丁' '肯-伯奇' '迈克尔-卡特-威廉姆斯' '穆罕默德-班巴' '韦斯利-艾旺杜'],"['肯塔维厄斯-考德威尔-波普' '丹尼-格林' '贾维尔-麦基' '亚历克斯-卡鲁索' '贾里德-杜德利' '德怀特-霍华德'
 '埃弗里-布拉德利' '特洛伊-丹尼尔斯']","['埃文-富尼耶' 'DJ-奥古斯丁' '乔纳森-艾萨克' '阿龙-戈登' '肯-伯奇' '特伦斯-罗斯' '迈克尔-卡特-威廉姆斯'
 '穆罕默德-班巴' '韦斯利-艾旺杜']","['肯塔维厄斯-考德威尔-波普' '丹尼-格林' '勒布朗-詹姆斯' '安东尼-戴维斯' '贾维尔-麦基' '亚历克斯-卡鲁索' '贾里德-杜德利'
 '德怀特-霍华德' '埃弗里-布拉德利' '特洛伊-丹尼尔斯']",87.0,96.0,0,0
2019-12-13,凯尔特人,76人,['丹尼尔-泰斯' '埃内斯-坎特' '布拉德-沃纳梅克'],['迈克-斯科特' '马蒂斯-赛布尔' '詹姆斯-恩尼斯' '凯尔-奥奎因' '富尔坎-科尔克马兹'],['杰伦-布朗' '肯巴-沃克' '戈登-海沃德' '杰森-塔特姆' '丹尼尔-泰斯' '埃内斯-坎特' '布拉德-沃纳梅克'],"['本-西蒙斯' '约什-理查德森' '托拜厄斯-哈里斯' '迈克-斯科特' '乔尔-恩比德' '马蒂斯-赛布尔' '詹姆斯-恩尼斯'
 '凯尔-奥奎因' '富尔坎-科尔克马兹']",96.29761904761905,115.0,1,0
2019-12-13,掘金,开拓者,['加里-哈里斯' '杰拉米-格兰特' '蒙特-莫里斯' '梅森-普拉姆利' '托里-克雷格' '小迈克尔-波特'],['肯特-贝兹莫尔' '安芬尼-西蒙斯'],"['加里-哈里斯' '贾马尔-默里' '威尔-巴顿' '保罗-米尔萨普' '尼古拉-约基奇' '杰拉米-格兰特' '蒙特-莫里斯'
 '梅森-普拉姆利' '托里-克雷格' '小迈克尔-波特']",['达米安-利拉德' 'CJ-麦科勒姆' '卡梅罗-安东尼' '肯特-贝兹莫尔' '哈桑-怀特塞德' '安芬尼-西蒙斯'],145.4047619047619,55.86904761904763,0,0
2019-12-13,活塞,独行侠,['布鲁斯-布朗' '托尼-斯内尔' '马基夫-莫里斯' '克里斯蒂安-伍德' '索恩-梅克' '蒂姆-弗雷泽'],['多里安-芬尼-史密斯' '德怀特-鲍威尔' '塞思-库里' '贾斯廷-杰克逊' '马克西-克勒贝尔' '杰伦-布伦森'],"['卢克-肯纳德' '布鲁斯-布朗' '布雷克-格里芬' '托尼-斯内尔' '安德烈-德拉蒙德' '德里克-罗斯' '兰斯顿-加洛韦'
 '马基夫-莫里斯' '克里斯蒂安-伍德' '索恩-梅克' '蒂姆-弗雷泽']","['卢卡-东契奇' '小蒂姆-哈达威' '多里安-芬尼-史密斯' '克里斯塔普斯-波尔津吉斯' '德怀特-鲍威尔' '塞思-库里'
 '贾斯廷-杰克逊' '马克西-克勒贝尔' '杰伦-布伦森']",127.23809523809524,116.92857142857143,0,0
2019-12-13,马刺,骑士,['德里克-怀特' '帕蒂-米尔斯' '朗尼-沃克' '雅各布-珀尔特尔' '马科-贝里内利' '德章泰-默里' '特雷-莱尔斯'],['切迪-奥斯曼' '特里斯坦-汤普森' '小凯文-波特' '马修-戴拉维多瓦' '约翰-亨森'],"['德里克-怀特' '布林-福布斯' '拉马库斯-阿尔德里奇' '德马尔-德罗赞' '鲁迪-盖伊' '帕蒂-米尔斯' '朗尼-沃克'
 '雅各布-珀尔特尔' '马科-贝里内利' '德章泰-默里' '特雷-莱尔斯']","['科林-塞克斯顿' '达里厄斯-加兰' '凯文-乐福' '切迪-奥斯曼' '特里斯坦-汤普森' '乔丹-克拉克森' '小凯文-波特'
 '马修-戴拉维多瓦' '约翰-亨森']",109.0,117.0,0,1
2019-12-14,76人,鹈鹕,['迈克-斯科特' '马蒂斯-赛布尔' '富尔坎-科尔克马兹' '詹姆斯-恩尼斯' '诺维尔-佩莱' '劳尔-内托'],['肯里奇-威廉姆斯' '德里克-费沃斯' '约什-哈特' '朗佐-鲍尔' '贾克森-海斯' '贾利尔-奥卡福' '尼基尔-亚历山大-沃克'],"['本-西蒙斯' '约什-理查德森' '托拜厄斯-哈里斯' '迈克-斯科特' '乔尔-恩比德' '马蒂斯-赛布尔' '富尔坎-科尔克马兹'
 '詹姆斯-恩尼斯' '诺维尔-佩莱' '劳尔-内托']","['朱-霍勒迪' 'JJ-雷迪克' '布兰登-英格拉姆' '肯里奇-威廉姆斯' '德里克-费沃斯' '约什-哈特' '朗佐-鲍尔' '贾克森-海斯'
 '贾利尔-奥卡福' '尼基尔-亚历山大-沃克']",116.0,109.0,1,0
2019-12-14,公牛,黄蜂,['托马什-萨托兰斯基' '克里斯-邓恩' '温德尔-卡特' '赛迪斯-杨' '里安-阿尔奇迪亚科诺' '丹尼尔-加福德' '登泽尔-瓦伦丁'],['俾斯麦-比永博' '科迪-泽勒' '迈克尔-基德-吉尔克里斯特' '科迪-马丁' '马利克-蒙克'],"['扎克-拉文' '托马什-萨托兰斯基' '劳里-马尔卡宁' '克里斯-邓恩' '温德尔-卡特' '赛迪斯-杨' '里安-阿尔奇迪亚科诺'
 '科比-怀特' '丹尼尔-加福德' '登泽尔-瓦伦丁']","['德文特-格雷厄姆' '特里-罗齐尔' 'PJ-华盛顿' '迈尔斯-布里奇斯' '俾斯麦-比永博' '科迪-泽勒' '迈克尔-基德-吉尔克里斯特'
 '科迪-马丁' '马利克-蒙克']",101.24505494505493,80.1007326007326,0,0
2019-12-14,国王,尼克斯,['科里-约瑟夫' '内马尼亚-别利察' '里乔恩-霍姆斯' '约吉-费雷尔'],['弗朗克-尼利基纳' '泰-吉布森' '埃尔弗里德-佩顿' '米切尔-罗宾逊' '凯文-诺克斯' '博比-波蒂斯' '丹伊恩-多特森'],"['巴迪-希尔德' '科里-约瑟夫' '哈里森-巴恩斯' '内马尼亚-别利察' '里乔恩-霍姆斯' '波格丹-波格丹诺维奇' '马文-巴格利'
 '约吉-费雷尔']","['RJ-巴雷特' '弗朗克-尼利基纳' '朱利叶斯-兰德尔' '马库斯-莫里斯' '泰-吉布森' '埃尔弗里德-佩顿' '米切尔-罗宾逊'
 '凯文-诺克斯' '博比-波蒂斯' '丹伊恩-多特森']",105.7904761904762,123.12857142857143,0,0
2019-12-14,森林狼,快船,['约什-奥科吉' '罗伯特-科温顿' '戈尔吉-吉昂' '乔丹-贝尔'],['莫里斯-哈克利斯' '伊维察-祖巴茨' '德里克-沃顿' '帕特里克-帕特森'],['安德鲁-威金斯' '约什-奥科吉' '罗伯特-科温顿' '卡尔-安东尼-唐斯' '杰夫-蒂格' '戈尔吉-吉昂' '乔丹-贝尔'],['保罗-乔治' '科怀-伦纳德' '莫里斯-哈克利斯' '伊维察-祖巴茨' '蒙特雷兹-哈勒尔' '德里克-沃顿' '帕特里克-帕特森'],117.0,124.0,0,0
2019-12-14,灰熊,雄鹿,['泰厄斯-琼斯' '所罗门-希尔' '丹东尼-梅尔顿' '凯尔-安德森' '布鲁诺-卡博克洛'],['韦斯利-马修斯' '布鲁克-洛佩斯' '乔治-希尔' 'DJ-威尔森' '唐特-迪温琴佐' '斯特林-布朗' '帕特-康诺顿' '罗宾-洛佩斯'],"['狄龙-布鲁克斯' '泰厄斯-琼斯' '杰-克劳德' '小贾伦-杰克逊' '约纳斯-瓦兰丘纳斯' '所罗门-希尔' '丹东尼-梅尔顿'
 '凯尔-安德森' '布鲁诺-卡博克洛']","['韦斯利-马修斯' '埃里克-布莱索' '克里斯-米德尔顿' '扬尼斯-阿德托昆博' '布鲁克-洛佩斯' '乔治-希尔' 'DJ-威尔森'
 '唐特-迪温琴佐' '斯特林-布朗' '帕特-康诺顿' '罗宾-洛佩斯']",114.0,127.0,0,0
2019-12-14,热火,湖人,['迈耶斯-伦纳德' '小德里克-琼斯' '凯利-奥利尼克' '克里斯-席尔瓦'],"['肯塔维厄斯-考德威尔-波普' '丹尼-格林' '贾维尔-麦基' '埃弗里-布拉德利' '德怀特-霍华德' '贾里德-杜德利'
 '亚历克斯-卡鲁索']","['邓肯-罗宾逊' '肯德里克-纳恩' '吉米-巴特勒' '巴姆-阿德巴约' '迈耶斯-伦纳德' '小德里克-琼斯' '泰勒-希罗'
 '凯利-奥利尼克' '克里斯-席尔瓦']","['肯塔维厄斯-考德威尔-波普' '丹尼-格林' '安东尼-戴维斯' '勒布朗-詹姆斯' '贾维尔-麦基' '埃弗里-布拉德利' '德怀特-霍华德'
 '贾里德-杜德利' '亚历克斯-卡鲁索']",107.24542124542126,103.3768315018315,0,0
2019-12-14,爵士,勇士,['乔-英格尔斯' '罗伊斯-奥尼尔' '伊曼纽尔-穆迪埃' '乔治-尼昂' '杰夫-格林'],['凯文-卢尼' '雅各布-埃文斯' '达米恩-李' '马基斯-克里斯' '奥马里-斯佩尔曼' '乔丹-普尔'],"['多诺万-米切尔' '乔-英格尔斯' '博扬-波格丹诺维奇' '罗伊斯-奥尼尔' '鲁迪-戈贝尔' '伊曼纽尔-穆迪埃' '乔治-尼昂'
 '杰夫-格林']","['丹吉洛-拉塞尔' '亚历克-伯克斯' '格伦-罗宾逊三世' '凯文-卢尼' '雅各布-埃文斯' '达米恩-李' '马基斯-克里斯'
 '奥马里-斯佩尔曼' '乔丹-普尔']",105.31968031968032,94.47799422799423,0,0
2019-12-14,老鹰,步行者,['凯文-赫尔特' '达米安-琼斯' '卡姆-雷迪什' '阿伦-克拉布' '亚历克斯-莱恩'],['迈尔斯-特纳' '道格-麦克德莫特' '阿龙-霍勒迪' '贾斯廷-霍勒迪' 'TJ-麦康奈尔'],['特雷-杨' '凯文-赫尔特' '德安德烈-亨特' '贾巴里-帕克' '达米安-琼斯' '卡姆-雷迪什' '阿伦-克拉布' '亚历克斯-莱恩'],"['马尔科姆-布罗格登' '杰里米-兰姆' '多曼塔斯-萨博尼斯' 'TJ-沃伦' '迈尔斯-特纳' '道格-麦克德莫特' '阿龙-霍勒迪'
 '贾斯廷-霍勒迪' 'TJ-麦康奈尔']",103.25824175824175,110.0,0,0
2019-12-14,魔术,火箭,['肯-伯奇' 'DJ-奥古斯丁' '迈克尔-卡特-威廉姆斯' '穆罕默德-班巴' '韦斯利-艾旺杜' '梅尔文-弗雷泽'],['PJ-塔克' '丹纽尔-豪斯' '克林特-卡佩拉' '本-麦克勒摩' '加里-克拉克' '克里斯-克莱蒙斯'],"['埃文-富尼耶' '马克尔-富尔茨' '阿龙-戈登' '乔纳森-艾萨克' '肯-伯奇' '特伦斯-罗斯' 'DJ-奥古斯丁'
 '迈克尔-卡特-威廉姆斯' '穆罕默德-班巴' '韦斯利-艾旺杜' '梅尔文-弗雷泽']","['詹姆斯-哈登' '拉塞尔-威斯布鲁克' 'PJ-塔克' '丹纽尔-豪斯' '克林特-卡佩拉' '本-麦克勒摩' '加里-克拉克'
 '克里斯-克莱蒙斯']",107.0,130.0,0,0
2019-12-15,公牛,快船,['托马什-萨托兰斯基' '克里斯-邓恩' '温德尔-卡特' '登泽尔-瓦伦丁' '赛迪斯-杨' '科比-怀特'],"['特伦斯-曼' '莫里斯-哈克利斯' '兰德里-沙梅特' '伊维察-祖巴茨' '德里克-沃顿' '罗德尼-麦格鲁德' '杰罗姆-罗宾逊'
 '帕特里克-帕特森']",['扎克-拉文' '托马什-萨托兰斯基' '劳里-马尔卡宁' '克里斯-邓恩' '温德尔-卡特' '登泽尔-瓦伦丁' '赛迪斯-杨' '科比-怀特'],"['保罗-乔治' '特伦斯-曼' '莫里斯-哈克利斯' '兰德里-沙梅特' '伊维察-祖巴茨' '蒙特雷兹-哈勒尔' '德里克-沃顿'
 '罗德尼-麦格鲁德' '杰罗姆-罗宾逊' '帕特里克-帕特森']",109.0,106.0,1,1
2019-12-15,太阳,马刺,['米卡尔-布里奇斯' '达里奥-沙里奇' '卡梅伦-约翰逊' '埃利-奥科博' '泰勒-约翰逊'],['德章泰-默里' '特雷-莱尔斯' '德里克-怀特' '朗尼-沃克' '雅各布-珀尔特尔' '马科-贝里内利'],"['里基-卢比奥' '米卡尔-布里奇斯' '凯利-乌布雷' '达里奥-沙里奇' '弗兰克-卡明斯基' '卡梅伦-约翰逊' '阿隆-贝恩斯'
 '埃利-奥科博' '泰勒-约翰逊']","['德章泰-默里' '德马尔-德罗赞' '特雷-莱尔斯' '拉马库斯-阿尔德里奇' '帕蒂-米尔斯' '鲁迪-盖伊' '德里克-怀特'
 '朗尼-沃克' '雅各布-珀尔特尔' '马科-贝里内利']",119.0,121.0,0,0
2019-12-15,掘金,雷霆,['托里-克雷格' '蒙特-莫里斯' '梅森-普拉姆利' '胡安-埃尔南戈麦斯'],['阿卜杜勒-纳迪尔' '纳伦斯-诺埃尔' '迈克-穆斯卡拉' '达里厄斯-贝兹利'],"['加里-哈里斯' '贾马尔-默里' '杰拉米-格兰特' '威尔-巴顿' '尼古拉-约基奇' '托里-克雷格' '蒙特-莫里斯' '梅森-普拉姆利'
 '胡安-埃尔南戈麦斯']","['谢伊-吉尔杰斯-亚历山大' '克里斯-保罗' '达尼罗-加里纳利' '阿卜杜勒-纳迪尔' '史蒂文-亚当斯' '丹尼斯-施罗德'
 '纳伦斯-诺埃尔' '迈克-穆斯卡拉' '达里厄斯-贝兹利']",110.0,102.0,0,0
2019-12-15,火箭,活塞,['本-麦克勒摩' 'PJ-塔克' '丹纽尔-豪斯' '克林特-卡佩拉' '奥斯汀-里弗斯' '克里斯-克莱蒙斯'],['布鲁斯-布朗' '托尼-斯内尔' '索恩-梅克' '马基夫-莫里斯' '克里斯蒂安-伍德'],['詹姆斯-哈登' '本-麦克勒摩' 'PJ-塔克' '丹纽尔-豪斯' '克林特-卡佩拉' '奥斯汀-里弗斯' '克里斯-克莱蒙斯'],"['卢克-肯纳德' '布鲁斯-布朗' '托尼-斯内尔' '布雷克-格里芬' '索恩-梅克' '马基夫-莫里斯' '德里克-罗斯'
 '克里斯蒂安-伍德' '兰斯顿-加洛韦']",107.0,115.0,1,0
2019-12-15,灰熊,奇才,['凯尔-安德森' '丹东尼-梅尔顿' '泰厄斯-琼斯' '马尔科-古杜里奇' '所罗门-希尔' '布鲁诺-卡博克洛'],['伊萨克-邦加' '伊安-马辛米' '特洛伊-布朗' '阿德米拉尔-斯科菲尔德' '克里斯-奇奥萨' '贾斯廷-罗宾逊' '加里森-马修斯'],"['贾-莫兰特' '狄龙-布鲁克斯' '凯尔-安德森' '小贾伦-杰克逊' '约纳斯-瓦兰丘纳斯' '布兰登-克拉克' '丹东尼-梅尔顿'
 '泰厄斯-琼斯' '马尔科-古杜里奇' '所罗门-希尔' '布鲁诺-卡博克洛']","['布拉德利-比尔' '伊斯梅尔-史密斯' '八村垒' '伊萨克-邦加' '伊安-马辛米' '特洛伊-布朗' '戴维斯-贝尔坦斯'
 '阿德米拉尔-斯科菲尔德' '克里斯-奇奥萨' '贾斯廷-罗宾逊' '加里森-马修斯']",128.0,111.0,1,0
2019-12-15,独行侠,热火,['多里安-芬尼-史密斯' '德怀特-鲍威尔' '杰伦-布伦森' '马克西-克勒贝尔' '塞思-库里' '何塞-巴里亚' '贾斯廷-杰克逊'],['邓肯-罗宾逊' '迈耶斯-伦纳德' '小德里克-琼斯' '凯利-奥利尼克'],"['小蒂姆-哈达威' '卢卡-东契奇' '克里斯塔普斯-波尔津吉斯' '多里安-芬尼-史密斯' '德怀特-鲍威尔' '杰伦-布伦森'
 '马克西-克勒贝尔' '塞思-库里' '何塞-巴里亚' '贾斯廷-杰克逊']","['肯德里克-纳恩' '邓肯-罗宾逊' '吉米-巴特勒' '巴姆-阿德巴约' '迈耶斯-伦纳德' '泰勒-希罗' '小德里克-琼斯'
 '凯利-奥利尼克']",118.0,122.0,0,1
2019-12-15,猛龙,篮网,['OG-阿奴诺比' '马克-加索尔' '帕特里克-麦考' '朗戴-霍利斯-杰弗森'],['德安德烈-乔丹' '罗季翁斯-库鲁茨' '蒂莫泰-卢瓦乌-卡巴罗' '大卫-努瓦巴' '西奥-平森'],"['凯尔-洛瑞' '诺曼-鲍威尔' '帕斯卡尔-西亚卡姆' 'OG-阿奴诺比' '马克-加索尔' '帕特里克-麦考' '赛尔吉-伊巴卡'
 '朗戴-霍利斯-杰弗森']","['斯潘塞-丁威迪' '加莱特-坦普尔' '乔-哈里斯' '托里恩-普林斯' '贾勒特-阿伦' '德安德烈-乔丹' '罗季翁斯-库鲁茨'
 '蒂莫泰-卢瓦乌-卡巴罗' '大卫-努瓦巴' '西奥-平森']",92.92857142857143,82.35714285714286,0,0
2019-12-15,雄鹿,骑士,"['唐特-迪温琴佐' '布鲁克-洛佩斯' '帕特-康诺顿' '乔治-希尔' '罗宾-洛佩斯' '斯特林-布朗' '艾森-伊利亚索瓦'
 '凯尔-科沃尔']",['切迪-奥斯曼' '小凯文-波特' '小拉里-南斯' '约翰-亨森' '马修-戴拉维多瓦' '布兰登-奈特' '安特-日日奇'],"['唐特-迪温琴佐' '扬尼斯-阿德托昆博' '克里斯-米德尔顿' '布鲁克-洛佩斯' '帕特-康诺顿' '乔治-希尔' '罗宾-洛佩斯'
 '斯特林-布朗' '艾森-伊利亚索瓦' '凯尔-科沃尔']","['达里厄斯-加兰' '科林-塞克斯顿' '凯文-乐福' '切迪-奥斯曼' '特里斯坦-汤普森' '小凯文-波特' '乔丹-克拉克森'
 '小拉里-南斯' '约翰-亨森' '马修-戴拉维多瓦' '布兰登-奈特' '安特-日日奇']",134.78571428571428,118.9452380952381,1,0
2019-12-16,勇士,国王,['达米恩-李' '德雷蒙德-格林' '威利-考利-斯坦' '雅各布-埃文斯' '奥马里-斯佩尔曼' '乔丹-普尔' '马基斯-克里斯'],['科里-约瑟夫' '内马尼亚-别利察' '特雷沃-阿里扎' '约吉-费雷尔'],"['达米恩-李' '丹吉洛-拉塞尔' '德雷蒙德-格林' '格伦-罗宾逊三世' '威利-考利-斯坦' '亚历克-伯克斯' '雅各布-埃文斯'
 '奥马里-斯佩尔曼' '乔丹-普尔' '马基斯-克里斯']","['巴迪-希尔德' '科里-约瑟夫' '哈里森-巴恩斯' '内马尼亚-别利察' '里乔恩-霍姆斯' '波格丹-波格丹诺维奇' '特雷沃-阿里扎'
 '马文-巴格利' '约吉-费雷尔']",79.0,100.0,0,0
2019-12-16,掘金,尼克斯,['杰拉米-格兰特' '梅森-普拉姆利' '蒙特-莫里斯' '托里-克雷格' '小迈克尔-波特'],['弗朗克-尼利基纳' '泰-吉布森' '埃尔弗里德-佩顿' '米切尔-罗宾逊' '凯文-诺克斯' '博比-波蒂斯'],"['加里-哈里斯' '贾马尔-默里' '威尔-巴顿' '杰拉米-格兰特' '尼古拉-约基奇' '梅森-普拉姆利' '蒙特-莫里斯' '托里-克雷格'
 '小迈克尔-波特']","['RJ-巴雷特' '弗朗克-尼利基纳' '朱利叶斯-兰德尔' '马库斯-莫里斯' '泰-吉布森' '埃尔弗里德-佩顿' '米切尔-罗宾逊'
 '凯文-诺克斯' '博比-波蒂斯']",92.67582417582418,85.57142857142857,1,0
2019-12-16,步行者,黄蜂,['迈尔斯-特纳' 'TJ-麦康奈尔' '贾斯廷-霍勒迪' '道格-麦克德莫特' '阿龙-霍勒迪' '戈加-比塔泽' '埃德蒙-萨姆纳'],['科迪-马丁' '马利克-蒙克' '迈克尔-基德-吉尔克里斯特' '杰伦-麦克丹尼尔斯' '吉列尔莫-埃尔南戈麦斯' '凯莱布-马丁'],"['马尔科姆-布罗格登' '杰里米-兰姆' '多曼塔斯-萨博尼斯' 'TJ-沃伦' '迈尔斯-特纳' 'TJ-麦康奈尔' '贾斯廷-霍勒迪'
 '道格-麦克德莫特' '阿龙-霍勒迪' '戈加-比塔泽' '埃德蒙-萨姆纳']","['德文特-格雷厄姆' '特里-罗齐尔' '迈尔斯-布里奇斯' '科迪-泽勒' '俾斯麦-比永博' '科迪-马丁' '马利克-蒙克'
 '迈克尔-基德-吉尔克里斯特' '杰伦-麦克丹尼尔斯' '吉列尔莫-埃尔南戈麦斯' '凯莱布-马丁']",118.96428571428571,70.22582972582973,0,0
2019-12-16,篮网,76人,['蒂莫泰-卢瓦乌-卡巴罗' '威尔森-钱德勒' '西奥-平森' '大卫-努瓦巴' '罗季翁斯-库鲁茨' '亨利-埃伦森'],['迈克-斯科特' '劳尔-内托' '诺维尔-佩莱' '詹姆斯-恩尼斯' '富尔坎-科尔克马兹' '特雷-伯克' '凯尔-奥奎因'],"['斯潘塞-丁威迪' '加莱特-坦普尔' '托里恩-普林斯' '乔-哈里斯' '贾勒特-阿伦' '蒂莫泰-卢瓦乌-卡巴罗' '德安德烈-乔丹'
 '威尔森-钱德勒' '西奥-平森' '大卫-努瓦巴' '罗季翁斯-库鲁茨' '亨利-埃伦森']","['本-西蒙斯' '约什-理查德森' '托拜厄斯-哈里斯' '迈克-斯科特' '艾尔-霍弗德' '劳尔-内托' '诺维尔-佩莱' '詹姆斯-恩尼斯'
 '富尔坎-科尔克马兹' '特雷-伯克' '凯尔-奥奎因']",109.0,89.0,1,0
2019-12-16,老鹰,湖人,['凯文-赫尔特' '达米安-琼斯' '卡姆-雷迪什' '亚历克斯-莱恩' '文斯-卡特' '阿伦-克拉布' '布鲁诺-费尔南多'],['肯塔维厄斯-考德威尔-波普' '丹尼-格林' '贾维尔-麦基' '拉简-隆多' '埃弗里-布拉德利' '德怀特-霍华德' '亚历克斯-卡鲁索'],"['特雷-杨' '凯文-赫尔特' '德安德烈-亨特' '贾巴里-帕克' '达米安-琼斯' '卡姆-雷迪什' '亚历克斯-莱恩' '文斯-卡特'
 '阿伦-克拉布' '布鲁诺-费尔南多']","['肯塔维厄斯-考德威尔-波普' '丹尼-格林' '勒布朗-詹姆斯' '安东尼-戴维斯' '贾维尔-麦基' '拉简-隆多' '埃弗里-布拉德利'
 '德怀特-霍华德' '亚历克斯-卡鲁索']",97.57142857142857,96.68398268398268,0,0
